,concept,label,standard_concept,2025-12-31,2024-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
0,us-gaap_AssetsAbstract,ASSETS,,,,3,True,False,False,,,,,,,,,us-gaap_StatementLineItems
1,us-gaap_AssetsCurrentAbstract,Current assets,,,,4,True,False,False,,,,,,,,,us-gaap_AssetsAbstract
2,us-gaap_CashAndCashEquivalentsAtCarryingValue,Cash and cash equivalents,CashAndMarketableSecurities,7094200000.0,6095424000.0,6,False,False,False,,,,,debit,1.0,1.0,us-gaap_AssetsCurrent,us-gaap_AssetsCurrentAbstract
3,us-gaap_AccountsReceivableNetCurrent,"Accounts receivable, less allowance of $73,912 and $72,663, respectively",TradeReceivables,2009055000.0,1747316000.0,6,False,False,False,,,,,debit,1.0,1.0,us-gaap_AssetsCurrent,us-gaap_AssetsCurrentAbstract
4,us-gaap_PrepaidExpenseCurrent,Prepaid expenses,PrepaidExpenses,1453732000.0,1247184000.0,6,False,False,False,,,,,,1.0,1.0,us-gaap_AssetsCurrent,us-gaap_AssetsCurrentAbstract
5,us-gaap_OtherAssetsCurrent,Other current assets,OtherNonOperatingCurrentAssets,417405000.0,200213000.0,6,False,False,False,,,,,debit,1.0,1.0,us-gaap_AssetsCurrent,us-gaap_AssetsCurrentAbstract
6,us-gaap_AssetsCurrent,Total current assets,CurrentAssetsTotal,10974392000.0,9290137000.0,6,False,False,False,,,,,debit,1.0,1.0,us-gaap_Assets,us-gaap_AssetsCurrentAbstract
7,us-gaap_PropertyPlantAndEquipmentNet,"Property, plant and equipment, net",PlantPropertyEquipmentNet,3415771000.0,2441872000.0,4,False,False,False,,,,,debit,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
8,us-gaap_OperatingLeaseRightOfUseAsset,Operating lease assets,OperatingLeaseRightOfUseAsset,1869753000.0,1618033000.0,4,False,False,False,,,,,,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
9,us-gaap_IntangibleAssetsNetExcludingGoodwillAbstract,Intangible assets,,,,4,True,False,False,,,,,,,,,us-gaap_AssetsAbstract
10,us-gaap_FiniteLivedIntangibleAssetsNet,"Definite-lived intangible assets, net",IntangibleAssets,1078453000.0,985812000.0,6,False,False,False,,,,,,1.0,1.0,us-gaap_Assets,us-gaap_IntangibleAssetsNetExcludingGoodwillAbstract
11,us-gaap_FiniteLivedIntangibleAssetsNet,Revenue-generating contracts,,450719000.0,480296000.0,6,False,True,True,us-gaap:FiniteLivedIntangibleAssetsByMajorClassAxis,us-gaap_ContractualRightsMember,Revenue-generating contracts,us-gaap:FiniteLivedIntangibleAssetsByMajorClassAxis: Revenue-generating contracts,,1.0,1.0,us-gaap_Assets,us-gaap_IntangibleAssetsNetExcludingGoodwillAbstract
12,us-gaap_FiniteLivedIntangibleAssetsNet,Client vendor relationships,,396795000.0,281191000.0,6,False,True,True,us-gaap:FiniteLivedIntangibleAssetsByMajorClassAxis,lyv_ClientVendorRelationshipsMember,Client vendor relationships,us-gaap:FiniteLivedIntangibleAssetsByMajorClassAxis: Client vendor relationships,,1.0,1.0,us-gaap_Assets,us-gaap_IntangibleAssetsNetExcludingGoodwillAbstract
